country,horizon,mse,rmse,mae,mape,mdape,smape,coverage
Japan,1077 days 01:33:54.782608688,7.328061402897902,2.5736081064060925,2.1183272205979575,,1.0651444737982871,1.3677306926171315,0.5548654244306418
Jordan,1077 days 01:33:54.782608688,67.6112118892437,7.823639822083733,5.843022335744661,1.534368241155993,1.0374435721624575,1.1212107704884502,0.722567287784679
Kazakhstan,1077 days 01:33:54.782608688,74.71284404844792,8.468651160938107,6.025540265733822,2.2957950911268665,0.8518347708959016,0.8668023200739647,0.5507246376811594
Kenya,1077 days 01:33:54.782608688,13.311537800021744,3.5136644387489935,2.865553081310376,3.289473129253602,0.740695700122126,0.9598522528540611,0.5631469979296065
Kiribati,1077 days 01:33:54.782608688,19.425519455966036,4.1452648936797285,3.612986133086477,,1.7747501753562063,1.4109764667723241,0.5424430641821947
Kosovo,1077 days 01:33:54.782608688,20.171346266728435,4.371907837316311,3.4658917727265393,2.078741887073761,0.7765697740079648,0.8462637014345051,0.6107660455486542
Kuwait,1077 days 01:33:54.782608688,574.3784847920074,23.002792552625742,17.637208246721844,7.0205357225475895,3.121286609889066,1.3224429731463814,0.7515527950310559
Kyrgyz Republic,1077 days 01:33:54.782608688,86.92130303888602,9.030438606070907,5.771189446488047,,0.8437055621060744,0.8994702150332575,0.6521739130434783
Lao P.D.R.,1077 days 01:33:54.782608688,31.231741690583984,5.380112955237131,4.031304008403518,1.3965027716423477,0.45498487989438247,0.7950103600628118,0.6480331262939959
Latin America and the Caribbean,1077 days 01:33:54.782608688,24.196042273030425,4.547823977830024,3.244707333616146,2.7631045104052236,0.9036304069095688,0.9582487260175651,0.6169772256728778
Latvia,1077 days 01:33:54.782608688,81.16108434589925,8.787560850207932,6.1788361604231365,1.5117330499313935,1.0191072623214243,0.9756743187491467,0.5734989648033126
Lebanon,1077 days 01:33:54.782608688,701.0873148441964,23.571514852749193,15.112810011548136,2.7602260146560216,1.6486631251522916,1.3755393386528245,0.8198757763975155
Lesotho,1077 days 01:33:54.782608688,8.939186449179141,2.892612638277478,2.36212833659724,1.088885408895812,0.6306032128170537,0.6463565269724808,0.5921325051759834
Liberia,1077 days 01:33:54.782608688,73.66790293548273,8.155590684407594,6.876778634370759,,1.1985181008712449,1.5245281819523384,0.7080745341614907
Libya,1077 days 01:33:54.782608688,475.45038160745617,20.448304990627186,14.195425905178023,3.564398026247331,1.205648733443126,1.5283450542700732,0.6314699792960662
Lithuania,1077 days 01:33:54.782608688,21.14182353491629,3.688674516811347,2.251283282439104,,0.2360281185457291,0.4187591991053039,0.6169772256728778
Luxembourg,1077 days 01:33:54.782608688,17.581787581009717,4.126126901653932,3.3196013599051244,1.6196933531940962,0.7249965154669787,0.76029085781057,0.598343685300207
Macao SAR,1077 days 01:33:54.782608688,409.04332730332874,18.834056683541178,14.861670032235738,3.8667969799893047,1.4850184376812958,1.2511124914858343,0.7515527950310559
Madagascar,1077 days 01:33:54.782608688,28.21057120589932,5.05674768456409,3.6158710280159636,,0.6437657418059209,0.7813522950685221,0.6811594202898551
Major advanced economies (G7),1077 days 01:33:54.782608688,5.68549605747493,2.293864793246319,1.636698808726753,,0.3849829810380872,0.5694955857416177,0.6728778467908902
Malawi,1077 days 01:33:54.782608688,36.70388022869104,5.955657456179716,4.572946096247513,2.3295388629660887,0.8041765555721997,0.8048040494109994,0.6977225672877847
Malaysia,1077 days 01:33:54.782608688,25.815127214029115,4.578918072925788,3.314800288736615,0.8633140604825382,0.30883073210776096,0.6116382053246969,0.6687370600414078
Maldives,1077 days 01:33:54.782608688,147.42052304026438,11.290430428378308,7.885877502305228,0.7999939493800784,0.6211627568934567,0.9059871548104013,0.6480331262939959
Mali,1077 days 01:33:54.782608688,26.88793454891652,5.127717039719315,4.252918134616961,5.055762777331566,1.0114107413773339,0.8267759986218021,0.7122153209109731
Malta,1077 days 01:33:54.782608688,24.60514562790996,4.7466858611005405,3.792579825005029,2.376571633644872,0.6358454167510728,0.895432115646241,0.5010351966873706
Marshall Islands,1077 days 01:33:54.782608688,13.269647319932659,3.5542337340442454,3.022824158972124,1.8567574960423114,1.0079151071943544,1.4182658379164814,0.6149068322981367
Mauritania,1077 days 01:33:54.782608688,27.73452477104899,5.084229057177976,3.960159796482718,,0.8401423195376274,0.9749308459032728,0.7950310559006211
Mauritius,1077 days 01:33:54.782608688,38.79797004888692,5.885450529021487,4.223162227698748,0.9874121135721401,0.5491806311341362,0.5766141454705656,0.6273291925465838
Mexico,1077 days 01:33:54.782608688,56.296797912251456,6.963366515280524,4.893119448917689,,0.8903656157912291,1.1797844259509331,0.660455486542443
Middle East (Region),1077 days 01:33:54.782608688,27.376935124618335,5.118289142202607,4.4499330691928485,2.7554462725071733,1.3083092437499744,0.9645660937309074,0.4016563146997929
Middle East and Central Asia,1077 days 01:33:54.782608688,13.414191541689819,3.5450704708896743,3.0227700789471683,2.827791510825525,0.8233578633163356,0.7042808302292953,0.4824016563146998
Moldova,1077 days 01:33:54.782608688,140.55445644320886,11.61308113695248,8.821782317898204,3.4596646513439016,1.2115374897349203,1.075944356368829,0.5217391304347826
Mongolia,1077 days 01:33:54.782608688,54.8362876048702,7.321525756046617,6.308524383185657,1.5705682685461244,1.1083505569603946,1.3124041388499212,0.36438923395445133
Montenegro,1077 days 01:33:54.782608688,43.00712176903799,6.396897000346791,4.822265838069105,1.5986156243823082,0.7878175965864429,1.0842883753568135,0.6521739130434783
